1488117888928	1017.952768	hasta
1488117889021	1017.952832	hasta
1488117889109	1017.953216	hasta
1488117889210	1017.954624	hasta
1488117889312	1017.955712	hasta
1488117889416	1017.957184	hasta
1488117889511	1017.959424	hasta
1488117889612	1017.960128	hasta
1488117889717	1017.960512	hasta
1488117889813	1017.960512	hasta
1488117889904	1017.959872	hasta
1488117890005	1017.959616	hasta
1488117890114	1017.958784	hasta
1488117890214	1017.957376	hasta
1488117890314	1017.956416	hasta
1488117890410	1017.955584	hasta
1488117890503	1017.954304	hasta
1488117890603	1017.952512	hasta
1488117890704	1017.951616	hasta
1488117890829	1017.950016	hasta
1488117890907	1017.94912	hasta
1488117891003	1017.947968	hasta
1488117891115	1017.946624	hasta
1488117891207	1017.946176	hasta
1488117891307	1017.946112	hasta
1488117891405	1017.945344	hasta
1488117891504	1017.945088	hasta
1488117891605	1017.945344	hasta
1488117891704	1017.946816	hasta
1488117891804	1017.948608	hasta
1488117891905	1017.950272	hasta
1488117892006	1017.951168	hasta
1488117892106	1017.952	hasta
1488117892217	1017.952256	hasta
1488117892348	1017.952192	hasta
1488117892409	1017.95168	hasta
1488117892504	1017.951936	hasta
1488117892607	1017.951936	hasta
1488117892723	1017.950464	hasta
1488117892848	1017.94944	hasta
1488117892949	1017.948736	hasta
1488117893050	1017.949312	hasta
1488117893152	1017.951424	hasta
1488117893264	1017.95424	hasta
1488117893367	1017.958272	hasta
1488117893462	1017.961088	hasta
1488117893566	1017.963392	hasta
1488117893679	1017.965056	hasta
1488117893819	1017.966592	hasta
1488117893875	1017.968256	hasta
1488117893991	1017.969088	hasta
1488117894021	1017.96992	hasta
1488117894117	1017.970304	hasta
1488117894225	1017.967872	hasta
1488117894335	1017.964032	hasta
1488117894396	1017.963584	hasta
1488117894518	1017.962368	hasta
1488117894620	1017.96128	hasta
1488117894738	1017.961152	hasta
1488117894844	1017.961024	hasta
1488117894958	1017.961728	hasta
1488117894992	1017.961792	hasta
1488117895118	1017.96256	hasta
1488117895187	1017.96384	hasta
1488117895347	1017.965504	hasta
1488117895454	1017.968064	hasta
1488117895570	1017.971712	hasta
1488117895680	1017.976512	hasta
1488117895814	1017.981824	hasta
1488117895871	1017.987712	hasta
1488117895982	1017.993792	hasta
1488117896136	1017.999552	hasta
1488117896151	1018.00448	hasta
1488117896195	1018.006272	hasta
1488117896325	1018.007936	hasta
1488117896435	1018.009152	hasta
1488117896537	1018.009408	hasta
1488117896633	1018.01088	hasta
1488117896731	1018.012544	hasta
1488117896824	1018.014848	hasta
1488117896924	1018.016192	hasta
1488117897034	1018.01696	hasta
1488117897125	1018.0176	hasta
