1488117928275	78	0
1488117928380	78	0
1488117928470	78	0
1488117928492	78	0
1488117928601	79	0
1488117928689	78	0
1488117928775	79	0
1488117928875	79	0
1488117928997	79	0
1488117929095	80	0
1488117929272	79	0
1488117929386	79	0
1488117929494	79	0
1488117929612	80	0
1488117929683	80	0
1488117929709	80	0
1488117929794	80	0
1488117929961	80	0
1488117930072	80	0
1488117930192	80	0
1488117930265	81	0
1488117930297	81	0
1488117930394	82	0
1488117930596	81	0
1488117930700	82	0
1488117930853	82	0
1488117930950	82	0
1488117931022	83	0
1488117931099	82	0
1488117931112	83	0
1488117931190	83	0
1488117931367	83	0
1488117931494	83	0
1488117931613	83	0
1488117931664	83	0
1488117931718	83	0
1488117931796	83	0
1488117931877	85	0
1488117932069	84	0
1488117932176	85	0
1488117932244	86	0
1488117932373	85	0
1488117932476	86	0
1488117932507	86	0
1488117932576	86	0
1488117932703	86	0
1488117932871	87	0
1488117932979	87	0
1488117933080	87	0
1488117933159	87	0
1488117933274	88	0
1488117933376	88	0
1488117933484	89	0
1488117933586	88	0
1488117933706	89	0
1488117933855	89	0
1488117933951	89	0
1488117933999	89	0
1488117934102	89	0
1488117934207	89	0
1488117934275	90	0
1488117934312	90	0
1488117934377	90	0
1488117934479	90	0
1488117934603	91	0
1488117934693	93	0
1488117934781	92	0
1488117934878	94	0
1488117934989	93	0
1488117935079	95	0
1488117935222	93	0
1488117935279	93	0
1488117935400	93	0
1488117935554	92	0
1488117935607	93	0
1488117935710	93	0
1488117935854	93	0
1488117935909	95	0
1488117936009	94	0
1488117936156	96	0
1488117936212	96	0
1488117936358	95	0
1488117936463	95	0
1488117936581	95	0
1488117936686	95	0
1488117936788	95	0
1488117936867	96	0
1488117936969	96	0
1488117937077	96	0
1488117937191	98	0
1488117937310	96	0
1488117937454	97	0
1488117937545	98	0
1488117937609	98	0
1488117937765	98	0
1488117937864	98	0
1488117937961	98	0
1488117938060	98	0
1488117938161	97	0
1488117938262	98	0
1488117938359	97	0
1488117938461	98	0
1488117938562	97	0
1488117938662	98	0
1488117938764	97	0
1488117938865	98	0
1488117938966	98	0
1488117939031	98	0
1488117939099	98	0
1488117939218	98	0
1488117939355	99	0
1488117939449	99	0
1488117939498	99	0
1488117939584	99	0
1488117939685	99	0
1488117939786	100	0
1488117939884	99	0
1488117939986	101	0
1488117940104	99	0
1488117940252	100	0
1488117940302	100	0
1488117940388	100	0
1488117940490	100	0
1488117940591	100	0
1488117940690	100	0
1488117940791	100	0
1488117940891	101	0
1488117940991	101	0
1488117941092	101	0
1488117941193	102	0
1488117941294	101	0
1488117941393	102	0
1488117941494	102	0
1488117941579	102	0
1488117941678	102	0
1488117941780	102	0
1488117941885	102	0
1488117941998	102	0
1488117942103	102	0
1488117942213	102	0
1488117942372	102	0
1488117942467	102	0
1488117942534	102	0
1488117942578	102	0
1488117942609	102	0
1488117942699	103	0
1488117942811	103	0
1488117942899	103	0
1488117943065	103	0
1488117943139	103	0
1488117943220	104	0
1488117943404	103	0
1488117943486	103	0
1488117943574	103	0
1488117943676	103	0
1488117943795	103	0
1488117943909	104	0
1488117944026	104	0
1488117944160	104	0
1488117944213	104	0
1488117944277	104	0
1488117944372	104	0
1488117944474	104	0
1488117944574	104	0
1488117944673	104	0
1488117944698	104	0
1488117944877	105	0
1488117944993	105	0
1488117945100	105	0
1488117945202	105	0
1488117945261	105	0
1488117945384	106	0
1488117945486	105	0
1488117945589	106	0
1488117945657	106	0
1488117945779	106	0
1488117945880	106	0
1488117945982	106	0
1488117946081	106	0
1488117946182	106	0
1488117946285	106	0
1488117946393	106	0
1488117946474	106	0
1488117946591	107	0
1488117946727	106	0
1488117946863	106	0
1488117946960	106	0
1488117947009	106	0
1488117947099	107	0
1488117947212	106	0
1488117947369	107	0
1488117947468	107	0
1488117947587	106	0
1488117947680	106	0
1488117947765	107	0
1488117947858	106	0
1488117947923	107	0
1488117948067	107	0
1488117948151	107	0
1488117948209	108	0
1488117948301	108	0
1488117948402	108	0
1488117948506	108	0
1488117948612	109	0
1488117948706	109	0
1488117948817	109	0
1488117948906	109	0
1488117949007	109	0
1488117949087	109	0
1488117949192	109	0
1488117949296	109	0
1488117949393	109	0
1488117949492	109	0
1488117949593	109	0
1488117949694	109	0
1488117949794	109	0
1488117949894	109	0
1488117949995	109	0
1488117950096	109	0
1488117950201	109	0
1488117950314	109	0
1488117950419	109	0
1488117950514	109	0
1488117950599	109	0
1488117950681	109	0
1488117950788	108	0
1488117950908	108	0
1488117951017	108	0
1488117951157	108	0
1488117951219	108	0
1488117951318	108	0
1488117951403	108	0
1488117951504	107	0
1488117951604	108	0
1488117951705	107	0
1488117951792	107	0
1488117951890	107	0
1488117951990	107	0
1488117952094	106	0
1488117952210	107	0
1488117952366	107	0
1488117952479	106	0
1488117952580	106	0
1488117952677	106	0
1488117952759	106	0
1488117952798	106	0
1488117952882	106	0
1488117952979	106	0
1488117953102	106	0
1488117953266	106	0
1488117953314	106	0
1488117953425	105	0
1488117953522	105	0
1488117953618	105	0
1488117953756	105	0
1488117953819	105	0
1488117953956	105	0
1488117954016	105	0
1488117954101	105	0
1488117954185	105	0
1488117954293	105	0
1488117954406	105	0
1488117954523	104	0
1488117954677	105	0
1488117954766	105	0
1488117954822	104	0
1488117954908	104	0
1488117955006	104	0
1488117955091	104	0
1488117955192	104	0
1488117955293	104	0
1488117955394	104	0
1488117955494	103	0
1488117955598	104	0
1488117955712	104	0
1488117955813	103	0
1488117955913	103	0
1488117955996	103	0
1488117956098	103	0
1488117956198	103	0
1488117956265	103	0
1488117956300	103	0
1488117956477	102	0
1488117956577	102	0
1488117956645	102	0
1488117956695	101	0
1488117956795	102	0
1488117956981	102	0
1488117957088	101	0
1488117957201	101	0
1488117957306	101	0
1488117957384	101	0
1488117957450	101	0
1488117957495	101	0
1488117957686	101	0
1488117957802	101	0
1488117957901	101	0
1488117958011	101	0
1488117958041	101	0
1488117958113	102	0
1488117958195	102	0
1488117958320	102	0
1488117958490	102	0
1488117958556	102	0
1488117958626	102	0
1488117958705	102	0
1488117958796	102	0
1488117958920	102	0
1488117959019	102	0
1488117959178	102	0
1488117959275	102	0
1488117959376	103	0
1488117959403	103	0
1488117959496	103	0
1488117959698	103	0
1488117959804	103	0
1488117959913	102	0
1488117960060	103	0
1488117960122	103	0
1488117960182	103	0
1488117960210	103	0
1488117960385	103	0
1488117960489	103	0
1488117960604	102	0
1488117960710	103	0
1488117960794	102	0
1488117960904	103	0
1488117960967	103	0
1488117961009	103	0
1488117961122	103	0
1488117961226	103	0
1488117961377	103	0
1488117961443	103	0
1488117961498	103	0
1488117961693	103	0
1488117961810	103	0
1488117961905	104	0
1488117962014	103	0
1488117962115	103	0
1488117962201	103	0
1488117962285	103	0
1488117962351	103	0
1488117962397	103	0
1488117962579	103	0
1488117962680	103	0
1488117962785	103	0
1488117962901	103	0
1488117962995	103	0
1488117963105	103	0
1488117963177	103	0
1488117963211	103	0
1488117963385	103	0
1488117963494	103	0
1488117963604	103	0
1488117963620	103	0
1488117963751	103	0
1488117963800	103	0
1488117963899	103	0
1488117964028	103	0
1488117964122	103	0
1488117964224	103	0
1488117964322	103	0
1488117964518	103	0
1488117964615	103	0
1488117964717	103	0
1488117964825	103	0
1488117964937	104	0
1488117965071	104	0
1488117965138	104	0
1488117965289	104	0
1488117965406	104	0
1488117965463	104	0
1488117965504	104	0
1488117965549	104	0
1488117965610	104	0
1488117965724	104	0
1488117965802	104	0
1488117965903	104	0
1488117966002	104	0
1488117966102	104	0
1488117966202	104	0
1488117966310	105	0
1488117966400	104	0
1488117966503	104	0
1488117966601	104	0
1488117966702	104	0
1488117966802	104	0
1488117966902	104	0
1488117967027	104	0
1488117967121	104	0
1488117967248	104	0
1488117967326	104	0
1488117967494	104	0
1488117967542	105	0
1488117967625	104	0
1488117967793	104	0
1488117967819	105	0
1488117967931	104	0
1488117968091	104	0
1488117968133	103	0
1488117968207	104	0
1488117968325	103	0
1488117968592	104	0
1488117968620	104	0
1488117968705	103	0
1488117968799	105	0
1488117968907	104	0
1488117968974	105	0
1488117969088	104	0
1488117969220	105	0
1488117969308	104	0
1488117969371	105	0
1488117969402	105	0
1488117969523	105	0
1488117969703	105	0
1488117969752	105	0
1488117969814	105	0
1488117970011	105	0
1488117970111	105	0
1488117970178	105	0
1488117970204	105	0
1488117970322	105	0
1488117970403	105	0
1488117970511	105	0
1488117970605	105	0
1488117970732	105	0
1488117970912	105	0
1488117970985	105	0
1488117971030	105	0
1488117971129	105	0
1488117971301	106	0
1488117971331	105	0
1488117971497	105	0
1488117971623	105	0
1488117971704	105	0
1488117971749	106	0
1488117971819	105	0
1488117971904	105	0
1488117972005	105	0
1488117972105	105	0
1488117972212	105	0
1488117972398	106	0
1488117972470	105	0
1488117972517	105	0
1488117972648	105	0
1488117972728	105	0
1488117972805	105	0
1488117972997	105	0
1488117973121	105	0
1488117973196	105	0
1488117973245	106	0
1488117973395	105	0
1488117973493	105	0
1488117973559	106	0
1488117973605	106	0
1488117973706	106	0
1488117973932	106	0
1488117974002	106	0
1488117974106	105	0
1488117974223	106	0
1488117974261	106	0
1488117974307	105	0
1488117974407	106	0
1488117974508	106	0
1488117974607	106	0
1488117974706	106	0
1488117974923	106	0
1488117975008	106	0
1488117975093	106	0
1488117975172	106	0
1488117975209	106	0
1488117975309	106	0
1488117975491	106	0
1488117975612	106	0
1488117975715	106	0
1488117975808	105	0
1488117975898	106	0
1488117976000	106	0
1488117976099	106	0
1488117976200	106	0
1488117976308	106	0
1488117976419	106	0
1488117976522	106	0
1488117976637	106	0
1488117976806	105	0
1488117976886	106	0
1488117976925	106	0
1488117977004	106	0
1488117977105	106	0
1488117977191	106	0
1488117977300	106	0
1488117977402	106	0
1488117977502	106	0
1488117977616	106	0
1488117977691	106	0
1488117977735	106	0
1488117977890	106	0
1488117977994	106	0
1488117978116	106	0
1488117978193	106	0
1488117978239	106	0
1488117978323	106	0
1488117978441	106	0
1488117978613	106	0
1488117978717	106	0
1488117978886	105	0
